Date,Year,Site,Treatment,Cluster,Structure,Replicate,Method,Oyster_Shell_Height_mm
10/1/2019,2019,1,Reef Ball,1,4,1,Quadrat,36
10/1/2019,2019,1,Reef Ball,1,4,1,Quadrat,58
10/1/2019,2019,1,Reef Ball,1,4,1,Quadrat,31
10/1/2019,2019,1,Reef Ball,1,4,1,Quadrat,5
10/1/2019,2019,1,Reef Ball,1,4,1,Quadrat,12
10/1/2019,2019,1,Reef Ball,1,4,1,Quadrat,19
10/1/2019,2019,1,Reef Ball,1,4,1,Quadrat,11
10/1/2019,2019,1,Reef Ball,1,4,1,Quadrat,58
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,49
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,24
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,11
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,39
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,56
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,39
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,42
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,38
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,49
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,14
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,45
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,36
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,50
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,50
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,35
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,50
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,32
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,45
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,58
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,32
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,51
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,39
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,37
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,46
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,34
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,38
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,35
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,44
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,42
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,39
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,48
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,46
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,39
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,30
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,45
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,46
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,20
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,30
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,24
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,44
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,12
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,25
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,41
10/1/2019,2019,1,Reef Ball,2,4,1,Quadrat,34
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,42
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,10
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,8
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,39
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,34
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,15
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,20
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,36
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,43
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,50
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,52
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,14
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,17
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,52
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,49
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,35
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,50
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,9
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,41
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,45
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,10
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,45
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,38
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,14
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,30
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,40
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,50
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,20
10/1/2019,2019,1,Reef Ball,4,4,1,Quadrat,42
9/30/2019,2019,8,Reef Ball,1,1,1,Quadrat,48
9/30/2019,2019,8,Reef Ball,1,1,1,Quadrat,50
9/30/2019,2019,8,Reef Ball,1,1,1,Quadrat,45
9/30/2019,2019,8,Reef Ball,1,1,1,Quadrat,40
9/30/2019,2019,8,Reef Ball,1,1,1,Quadrat,45
9/30/2019,2019,8,Reef Ball,1,1,1,Quadrat,36
9/30/2019,2019,8,Reef Ball,1,1,1,Quadrat,32
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,19
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,51
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,6
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,52
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,61
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,9
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,8
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,25
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,60
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,47
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,19
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,50
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,8
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,47
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,25
9/29/2019,2019,8,Reef Ball,2,1,1,Quadrat,51
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,19
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,6
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,55
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,8
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,49
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,1,1,Quadrat,27
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,49
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,11
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,15
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,28
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,52
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,9
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,16
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,9
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,41
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,14
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,58
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,11
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,12
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,5
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,44
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,18
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,9
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,9
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,5
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,17
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,8
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,12
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,7
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,12
9/30/2019,2019,8,Reef Ball,3,2,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,47
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,39
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,31
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,57
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,42
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,43
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,23
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,8
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,24
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,26
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,50
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,59
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,37
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,55
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,42
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,2,1,Quadrat,57
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,57
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,49
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,49
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,26
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,55
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,41
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,24
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,28
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,25
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,8
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,8
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,9
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,52
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,9
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,19
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,40
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,2,2,1,Quadrat,8
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,42
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,6
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,19
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,9
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,19
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,6
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,44
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,40
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,4,2,1,Quadrat,11
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,10
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,10
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,14
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,15
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,8
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,8
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,14
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,11
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,20
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,12
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,16
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,24
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,16
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,22
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,18
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,19
9/30/2019,2019,8,Reef Ball,3,3,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,5
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,9
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,42
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,19
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,47
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,22
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,7
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,25
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,45
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,13
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,56
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,14
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,18
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,19
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,21
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,1,3,1,Quadrat,53
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,15
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,11
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,20
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,10
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,16
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,17
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,12
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,40
9/29/2019,2019,8,Reef Ball,2,3,1,Quadrat,22
